customerID,Churn,churn_prob,churn_predicted,kmeans_cluster,kmeans_label,priority,action_type,recommendation
2003-CKLOR,Yes,0.5475266504418415,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0993-OSGPT,No,0.043010000320146013,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
9254-RBFON,Yes,0.3761774919836004,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
1205-WNWPJ,Yes,0.5820536555513351,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9391-EOYLI,Yes,0.8876682865556009,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7108-DGVUU,No,0.3070707797624642,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
2782-JEEBU,No,0.436391446666622,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
5127-BZENZ,No,0.0709319155251034,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2720-FVBQP,No,0.6075765561081461,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9906-NHHVC,No,0.08042360453632327,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4522-XRWWI,No,0.1655788526958225,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3766-EJLFL,No,0.12999287410066368,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
5939-SXWHM,No,0.017299378355945493,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
8152-UOBNY,No,0.6066830802880573,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7351-KYHQH,No,0.7123887051014265,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7643-RCHXS,No,0.009119557081746561,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
8246-SHFGA,No,0.24921565301308868,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
8387-MOJJT,Yes,0.5473600371666603,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0620-XEFWH,No,0.3085923292786567,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
6485-QXWWE,No,0.008876342366513633,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
2761-OCIAX,Yes,0.8621549542247307,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7321-VGNKU,No,0.8651110939359719,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5327-CNLUQ,No,0.18344680534979874,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
7552-KEYGT,No,0.04373723065303889,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
5816-JMLGY,No,0.032113165271040786,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3068-OMWZA,Yes,0.9181737568925463,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2927-QRRQV,No,0.5459831074930266,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6032-KRXXO,Yes,0.8490422520284566,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7459-RRWQZ,Yes,0.5823262373944464,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6265-SXWBU,No,0.1788417470211671,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
7941-RCJOW,No,0.011485778116721369,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6374-NTQLP,No,0.10460837683688982,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4154-AQUGT,Yes,0.716581013172436,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2387-KDZQY,No,0.19365627270780802,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
3584-WKTTW,No,0.508871286374426,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3399-BMLVW,No,0.014195814734113818,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
1971-DTCZB,No,0.04298636886039459,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3092-IGHWF,Yes,0.2004986591055214,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3374-PZLXD,No,0.13189305558061784,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
3813-DHBBB,No,0.02843052025262565,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2812-REYAT,No,0.04517292744380737,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6518-PPLMZ,No,0.015584585477727538,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
4939-KYYPY,No,0.38749870817671755,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
8017-LXHFA,Yes,0.8593660566510336,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5930-GBIWP,No,0.03347310778332392,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
6022-KOUQO,No,0.4803180235862435,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6352-TWCAU,Yes,0.8166988700394036,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2361-UPSND,No,0.06706976666941467,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
6035-RIIOM,No,0.31166256177415547,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
2929-QNSRW,Yes,0.6021460600042268,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1262-OPMFY,Yes,0.7316709434545856,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9504-DSHWM,No,0.2856209679269542,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
5035-BVCXS,No,0.7334655938715292,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6267-DCFFZ,No,0.823255745520709,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3533-UVMOM,No,0.02119572271082116,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2439-LYPMQ,No,0.8412260163190788,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4248-QPAVC,Yes,0.6975054665576075,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1899-VXWXM,Yes,0.5379019067450113,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1478-VPOAD,No,0.6754808202756728,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9995-HOTOH,No,0.044396181343577125,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2988-PLAHS,No,0.6601816028794691,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1371-OJCEK,No,0.04420123918657299,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
4999-IEZLT,No,0.03941984050581487,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
8883-ANODQ,No,0.09006205267994515,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4690-LLKUA,Yes,0.6753009216213641,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2351-RRBUE,No,0.1510636840019164,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
5980-BDHPY,No,0.04166113796943675,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
1498-DQNRX,No,0.1539190579225361,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
9469-WEJBT,No,0.6736584709590556,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3331-HQDTW,Yes,0.6731641148925211,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9490-DFPMD,Yes,0.8083688499457465,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2581-VKIRT,No,0.02986162714883739,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
5442-XSDCW,Yes,0.7480295318560439,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
7426-WEIJX,No,0.49351103637421867,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2851-MMUTZ,No,0.29121314288718225,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
3049-NDXFL,Yes,0.8362166154063652,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8580-AECUZ,Yes,0.9118921542018261,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3307-TLCUD,No,0.3942903048438496,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
6625-FLENO,No,0.01147368917337772,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
2967-MXRAV,No,0.19854345688697184,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
7963-GQRMY,Yes,0.4815062085922782,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8189-HBVRW,No,0.40984264492318406,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
4163-KIUHY,No,0.30994529821708433,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
1228-FZFRV,Yes,0.4889182784390826,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3500-NSDOA,No,0.02511844370450043,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
1171-TYKUR,No,0.1455810591912516,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
3761-FLYZI,No,0.6644273282142836,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2058-DCJBE,Yes,0.8599282052849838,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5364-XYIRR,Yes,0.8186109477644609,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4829-AUOAX,Yes,0.6744441213025211,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1219-NNDDO,No,0.8724956532740671,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8388-DMKAE,No,0.10302764692297343,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
4403-BWPAY,No,0.2632839009622449,0,1,Econômico estável,Média,Retenção preventiva,Monitoramento preventivo + alertas se comportamento mudar para perfil de alto risco
9659-QEQSY,No,0.6426806061234006,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5405-ZMYXQ,No,0.8173011273617661,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5047-LHVLY,Yes,0.6099288047034415,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1442-OKRJE,No,0.2217277481778244,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4737-AQCPU,No,0.009130859117290124,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
9158-VCTQB,Yes,0.540422096823527,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
2808-CHTDM,No,0.0523525141974823,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6311-UEUME,Yes,0.7929040692638927,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0793-TWELN,No,0.8400639277088658,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3283-WCWXT,No,0.11111081855880084,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
1060-ENTOF,No,0.22876888451800317,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0999-QXNSA,No,0.5999056711975096,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5451-MHQOF,No,0.03861021426766971,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
4836-WNFNO,No,0.007960177110588674,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
9225-BZLNZ,No,0.09299490872455893,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0354-VXMJC,No,0.0391055244681805,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
4422-QVIJA,No,0.26149511935390957,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
9365-SRSZE,No,0.7878509378916431,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6839-ITVZJ,Yes,0.38800709105106723,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
8332-OSJDW,No,0.16555584974711451,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
4735-BJKOU,No,0.024819301335215663,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
0274-JKUJR,No,0.49059866051556916,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5740-YHGTW,No,0.3483358133818069,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
8917-SZTTJ,No,0.007093044893974821,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
1696-MZVAU,No,0.17127236825503467,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
7359-WWYJV,No,0.11015227913592328,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0375-HVGXO,Yes,0.8611312956874246,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4906-ZHGPK,No,0.1508703881674863,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
8593-WHYHV,Yes,0.9192771722318496,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3795-GWTRD,No,0.012100531847715555,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
1298-PHBTI,No,0.1090855388799961,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
6223-DHJGV,No,0.06930198996664376,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6961-MJKBO,No,0.017746889802307167,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6097-EQISJ,Yes,0.32561877435505077,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
4423-YLHDV,Yes,0.7633335844865953,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8158-WPEZG,No,0.6372325284668351,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0107-YHINA,Yes,0.8996972259994827,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4918-FYJNT,No,0.43063820015358384,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
0727-BNRLG,No,0.13208259141670936,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
4854-CIDCF,No,0.8026082046805336,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8640-SDGKB,Yes,0.728542366878763,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
3280-MRDOF,No,0.17222832602991728,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
6435-SRWBJ,No,0.8076701398528731,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9964-WBQDJ,No,0.012017321390731507,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
6303-KFWSL,No,0.35857729557010304,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
1702-CCFNJ,No,0.13726565319071168,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
8932-CZHRQ,No,0.06564805780164137,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
0386-CWRGM,No,0.013734702032430239,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
5515-RUGKN,No,0.6839356686644034,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
0404-AHASP,No,0.005662860757815852,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
7279-NMVJC,No,0.12593620712225956,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
2081-VEYEH,No,0.8248164226740414,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
6407-UTSLV,No,0.8225261057275671,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
4116-TZAQJ,Yes,0.6879008225947253,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9060-HJJRW,No,0.21892566779056558,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
2587-YNLES,No,0.08217681604551008,0,1,Econômico estável,Baixa,Upsell de serviço,Upsell de serviços adicionais + cross-sell gradual + programa de fidelidade
7398-SKNQZ,No,0.9001771722959487,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5935-FCCNB,No,0.9194215621870989,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
1958-RNRKS,No,0.48557367595263273,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
5136-RGMZO,No,0.5151371353936808,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8345-MVDYC,No,0.0494815104891065,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
8226-BXGES,No,0.1350945575692346,0,0,Insatisfeito com serviços,Baixa,Desconto personalizado,Campanha de satisfação + revisão periódica do plano + desconto personalizado
3877-JRJIP,Yes,0.8433803682050097,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
8375-DKEBR,Yes,0.8868977631675785,1,0,Insatisfeito com serviços,Alta,Contato prioritário,Contato proativo + upgrade para contrato anual (15-20% desconto) + suporte técnico gratuito por 3 meses + revisão de pacote
9705-IOVQQ,No,0.44467222617364205,0,0,Insatisfeito com serviços,Média,Campanha segmentada,Revisão de plano + campanha segmentada + ajuste de pacote (custo-benefício)
