customerID,Churn,Churn_label,tenure,MonthlyCharges,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod
8160-HOWOX,No,0,7,66.85,Month-to-month,DSL,No,No,Electronic check
3023-GFLBR,Yes,1,33,86.15,Month-to-month,Fiber optic,No,No,Credit card (automatic)
6648-INWPS,No,0,16,20.15,Month-to-month,No,No internet service,No internet service,Electronic check
4223-BKEOR,No,0,21,64.85,One year,DSL,No,Yes,Mailed check
4079-VTGLK,No,0,30,74.85,Two year,DSL,No,No,Electronic check
1763-WQFUK,No,0,3,50.5,Month-to-month,DSL,Yes,No,Mailed check
1391-UBDAR,No,0,11,72.9,Month-to-month,Fiber optic,No,No,Electronic check
8894-JVDCV,No,0,62,115.05,One year,Fiber optic,Yes,Yes,Credit card (automatic)
2023-VQFDL,No,0,18,19.0,Month-to-month,No,No internet service,No internet service,Electronic check
1345-GKDZZ,No,0,6,19.55,Month-to-month,No,No internet service,No internet service,Mailed check
2014-MKGMH,No,0,46,101.1,One year,Fiber optic,No,No,Electronic check
5628-FCGYG,No,0,21,84.1,Month-to-month,Fiber optic,No,No,Electronic check
2560-WBWXF,No,0,68,24.15,Two year,No,No internet service,No internet service,Bank transfer (automatic)
0248-IPDFW,No,0,1,50.1,Month-to-month,DSL,No,No,Electronic check
7978-DKUQH,No,0,25,74.6,Month-to-month,Fiber optic,No,No,Electronic check
4335-UPJSI,No,0,24,19.75,Two year,No,No internet service,No internet service,Mailed check
0524-IAVZO,Yes,1,30,85.0,Month-to-month,Fiber optic,No,No,Electronic check
2737-YNGYW,Yes,1,2,80.55,Month-to-month,Fiber optic,No,No,Electronic check
1784-EZDKJ,No,0,51,106.8,One year,Fiber optic,No,No,Bank transfer (automatic)
9297-FVVDH,No,0,57,84.5,Two year,DSL,Yes,Yes,Electronic check
8007-YYPWD,No,0,15,25.05,Two year,No,No internet service,No internet service,Bank transfer (automatic)
7101-HRBLJ,No,0,72,83.7,Two year,DSL,Yes,Yes,Bank transfer (automatic)
5159-YFPKQ,Yes,1,2,75.8,Month-to-month,Fiber optic,No,No,Electronic check
6635-CPNUN,No,0,28,96.6,Month-to-month,Fiber optic,No,No,Credit card (automatic)
4021-RQSNY,Yes,1,29,98.5,Month-to-month,Fiber optic,No,No,Electronic check
5453-YBTWV,No,0,70,101.1,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
5039-LZRQT,No,0,13,20.2,One year,No,No internet service,No internet service,Mailed check
2931-VUVJN,No,0,59,94.05,One year,Fiber optic,Yes,Yes,Electronic check
9061-TIHDA,Yes,1,13,95.25,Month-to-month,Fiber optic,No,No,Electronic check
8699-ASUFO,Yes,1,7,74.4,Month-to-month,Fiber optic,No,No,Mailed check
6418-PIQSP,No,0,62,81.0,Two year,DSL,Yes,Yes,Mailed check
8220-OCUFY,No,0,21,60.25,One year,DSL,Yes,Yes,Electronic check
3995-WFCSM,No,0,2,60.85,Month-to-month,DSL,No,No,Electronic check
1895-QTKDO,No,0,1,43.95,Month-to-month,DSL,No,No,Credit card (automatic)
2038-OEQZH,No,0,4,86.05,Month-to-month,Fiber optic,No,No,Electronic check
1178-PZGAB,No,0,19,20.25,One year,No,No internet service,No internet service,Credit card (automatic)
7927-AUXBZ,Yes,1,30,85.15,Month-to-month,Fiber optic,Yes,No,Electronic check
2626-VEEWG,No,0,67,19.4,Two year,No,No internet service,No internet service,Credit card (automatic)
2878-RMWXY,No,0,72,102.65,Two year,Fiber optic,No,Yes,Credit card (automatic)
1657-DYMBM,No,0,53,19.9,Two year,No,No internet service,No internet service,Credit card (automatic)
7311-MQJCH,No,0,5,19.55,One year,No,No internet service,No internet service,Electronic check
7375-WMVMT,No,0,71,95.5,Two year,Fiber optic,Yes,No,Credit card (automatic)
1136-XGEQU,No,0,50,84.15,One year,DSL,Yes,No,Credit card (automatic)
2530-FMFXO,No,0,56,103.2,Two year,Fiber optic,Yes,No,Electronic check
6844-DZKRF,No,0,2,50.2,Month-to-month,DSL,Yes,No,Credit card (automatic)
4695-WJZUE,Yes,1,2,88.55,Month-to-month,Fiber optic,No,No,Electronic check
7619-ODSGN,Yes,1,24,54.75,Month-to-month,DSL,No,Yes,Electronic check
5970-GHJAW,No,0,46,19.95,Two year,No,No internet service,No internet service,Credit card (automatic)
8879-XUAHX,No,0,71,116.25,Two year,Fiber optic,Yes,Yes,Electronic check
3689-MOZGR,No,0,29,31.2,Month-to-month,DSL,Yes,No,Electronic check
4195-PNGZS,No,0,69,24.45,Two year,No,No internet service,No internet service,Bank transfer (automatic)
5003-XZWWO,No,0,71,84.2,Two year,DSL,Yes,No,Credit card (automatic)
3988-RQIXO,Yes,1,1,91.3,Month-to-month,Fiber optic,No,No,Electronic check
7622-FWGEW,No,0,56,85.65,Two year,DSL,Yes,Yes,Bank transfer (automatic)
6922-NCEDI,No,0,56,21.2,One year,No,No internet service,No internet service,Mailed check
2514-GINMM,Yes,1,1,79.5,Month-to-month,Fiber optic,No,No,Electronic check
9891-NQDBD,No,0,28,25.55,One year,No,No internet service,No internet service,Mailed check
6131-IUNXN,No,0,19,20.2,Month-to-month,No,No internet service,No internet service,Mailed check
8548-AWOFC,No,0,66,63.85,Month-to-month,DSL,Yes,No,Electronic check
9798-DRYDS,No,0,17,61.95,One year,DSL,Yes,No,Mailed check
8532-UEFWH,No,0,52,25.75,Two year,No,No internet service,No internet service,Mailed check
6296-DDOOR,No,0,19,58.2,One year,DSL,No,No,Electronic check
7951-VRDVK,No,0,36,85.85,One year,DSL,Yes,Yes,Bank transfer (automatic)
5931-FLJJF,Yes,1,7,70.1,Month-to-month,Fiber optic,No,No,Mailed check
4815-YOSUK,No,0,72,104.9,One year,Fiber optic,Yes,Yes,Credit card (automatic)
2659-VXMWZ,Yes,1,67,111.3,One year,Fiber optic,No,Yes,Electronic check
0380-NEAVX,No,0,34,99.85,One year,Fiber optic,No,No,Electronic check
3207-OYBWH,Yes,1,57,95.25,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
4285-GYRQC,Yes,1,7,86.25,Month-to-month,Fiber optic,No,No,Electronic check
7216-EWTRS,Yes,1,1,100.8,Month-to-month,Fiber optic,No,No,Electronic check
4365-MSDYN,No,0,8,19.55,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
7036-TYDEC,No,0,69,104.0,Two year,Fiber optic,Yes,No,Electronic check
5802-ADBRC,No,0,50,104.4,One year,Fiber optic,No,Yes,Mailed check
8076-FEZKJ,No,0,10,19.5,One year,No,No internet service,No internet service,Mailed check
5197-YPYBZ,No,0,12,25.25,Two year,No,No internet service,No internet service,Credit card (automatic)
8337-MSSXB,Yes,1,14,86.3,Month-to-month,Fiber optic,No,No,Electronic check
4312-GVYNH,No,0,70,49.85,Two year,DSL,Yes,Yes,Bank transfer (automatic)
8495-LJDFO,No,0,64,108.95,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic)
0839-JTCUD,No,0,66,89.9,Two year,DSL,Yes,Yes,Credit card (automatic)
5494-WOZRZ,No,0,71,82.0,Two year,DSL,Yes,Yes,Credit card (automatic)
1302-UHBDD,No,0,20,89.95,Month-to-month,Fiber optic,No,No,Electronic check
2234-EOFPT,No,0,72,79.35,Two year,DSL,Yes,Yes,Bank transfer (automatic)
8619-IJNDK,No,0,71,64.05,Two year,DSL,Yes,Yes,Credit card (automatic)
8378-LKJAF,No,0,38,101.15,Month-to-month,Fiber optic,No,No,Credit card (automatic)
8182-BJDSI,Yes,1,28,89.95,Month-to-month,Fiber optic,No,No,Electronic check
2528-HFYZX,Yes,1,17,76.45,Month-to-month,Fiber optic,No,No,Electronic check
1153-GNOLC,No,0,33,39.1,One year,DSL,No,No,Electronic check
3298-QEICA,No,0,23,34.6,Two year,DSL,Yes,Yes,Mailed check
0788-DXBFY,No,0,58,19.55,One year,No,No internet service,No internet service,Electronic check
3597-YASZG,No,0,70,104.45,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
3496-LFSZU,No,0,4,70.5,Month-to-month,Fiber optic,No,No,Electronic check
5242-UOWHD,No,0,45,20.35,Two year,No,No internet service,No internet service,Mailed check
2482-CZGBB,Yes,1,10,70.0,Month-to-month,Fiber optic,No,No,Electronic check
6479-SZPLM,No,0,36,19.45,Two year,No,No internet service,No internet service,Credit card (automatic)
8097-VBQTZ,No,0,54,69.9,Month-to-month,DSL,Yes,Yes,Mailed check
4500-HKANN,No,0,23,59.7,Two year,DSL,Yes,No,Mailed check
9917-KWRBE,No,0,41,78.35,One year,DSL,No,Yes,Credit card (automatic)
3420-ZDBMA,No,0,5,71.45,Month-to-month,Fiber optic,No,No,Mailed check
2212-LYASK,No,0,27,45.85,One year,DSL,No,No,Credit card (automatic)
1393-IMKZG,No,0,1,95.85,Month-to-month,Fiber optic,Yes,No,Electronic check
8069-RHUXK,No,0,67,35.7,Two year,DSL,Yes,Yes,Credit card (automatic)
3398-GCPMU,No,0,72,89.55,Two year,DSL,Yes,Yes,Credit card (automatic)
2908-WGAXL,No,0,56,24.95,Two year,No,No internet service,No internet service,Credit card (automatic)
3378-AJRAO,No,0,44,24.85,One year,No,No internet service,No internet service,Electronic check
1013-QCWAM,No,0,66,100.8,Month-to-month,Fiber optic,No,No,Electronic check
0866-QLSIR,Yes,1,34,64.4,One year,DSL,Yes,Yes,Mailed check
6050-FFXES,No,0,69,105.35,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
7181-BQYBV,Yes,1,1,102.45,Month-to-month,Fiber optic,No,Yes,Electronic check
0362-RAOQO,No,0,40,19.65,Two year,No,No internet service,No internet service,Credit card (automatic)
9554-DFKIC,No,0,30,54.45,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
5527-ACHSO,No,0,11,70.5,Month-to-month,DSL,Yes,No,Mailed check
0829-DDVLK,No,0,15,20.1,One year,No,No internet service,No internet service,Credit card (automatic)
1399-UBQIU,No,0,11,69.35,Month-to-month,DSL,No,No,Electronic check
1813-JLKWR,No,0,64,19.8,One year,No,No internet service,No internet service,Bank transfer (automatic)
0336-PIKEI,No,0,72,74.4,Two year,DSL,Yes,Yes,Bank transfer (automatic)
7322-OCWHC,No,0,72,93.05,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
9537-VHDTA,No,0,1,51.2,Month-to-month,DSL,No,Yes,Mailed check
4957-TIALW,No,0,15,65.6,One year,DSL,Yes,Yes,Credit card (automatic)
2054-PJOCK,No,0,60,80.55,One year,DSL,Yes,No,Credit card (automatic)
9150-HEPMB,No,0,56,52.7,One year,DSL,No,Yes,Mailed check
9030-QGZNL,No,0,8,20.85,Two year,No,No internet service,No internet service,Mailed check
6204-IEUXJ,Yes,1,3,80.1,Month-to-month,Fiber optic,Yes,No,Credit card (automatic)
3126-WQMGH,No,0,49,52.15,Month-to-month,DSL,No,No,Credit card (automatic)
4529-CKBCL,Yes,1,2,80.2,Month-to-month,Fiber optic,No,No,Electronic check
2506-CLAKW,Yes,1,6,98.15,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic)
7176-WRTNX,No,0,70,114.95,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
1583-IHQZE,Yes,1,12,112.95,Month-to-month,Fiber optic,Yes,No,Mailed check
5732-IKGQH,No,0,52,104.45,One year,Fiber optic,Yes,Yes,Bank transfer (automatic)
9239-GZHZE,No,0,72,113.65,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
7205-BAIAD,No,0,40,20.6,Two year,No,No internet service,No internet service,Bank transfer (automatic)
0151-ONTOV,Yes,1,1,70.9,Month-to-month,Fiber optic,No,No,Mailed check
4140-MUHUG,Yes,1,3,86.85,Month-to-month,Fiber optic,No,No,Electronic check
0093-EXYQL,No,0,40,91.55,Month-to-month,Fiber optic,No,No,Electronic check
8064-RAVOH,No,0,1,49.85,Month-to-month,DSL,No,No,Electronic check
0219-QAERP,No,0,30,19.8,One year,No,No internet service,No internet service,Credit card (automatic)
0320-JDNQG,Yes,1,23,99.85,Month-to-month,Fiber optic,Yes,Yes,Electronic check
7180-PISOG,Yes,1,1,74.5,Month-to-month,Fiber optic,No,No,Electronic check
9168-INPSZ,No,0,44,104.15,Month-to-month,Fiber optic,Yes,No,Electronic check
3571-RFHAR,Yes,1,65,109.15,Month-to-month,Fiber optic,Yes,No,Electronic check
0015-UOCOJ,No,0,7,48.2,Month-to-month,DSL,No,Yes,Electronic check
5334-AFQJB,No,0,72,25.1,Two year,No,No internet service,No internet service,Credit card (automatic)
2754-SDJRD,No,0,8,100.15,Month-to-month,Fiber optic,Yes,No,Credit card (automatic)
9578-VRMNM,Yes,1,16,65.2,Month-to-month,DSL,No,No,Credit card (automatic)
1587-FKLZB,Yes,1,66,99.5,Month-to-month,Fiber optic,No,No,Credit card (automatic)
6140-QNRQQ,Yes,1,1,71.55,Month-to-month,Fiber optic,No,No,Mailed check
8963-JLGJT,No,0,3,55.9,Month-to-month,DSL,No,Yes,Mailed check
4307-KTUMW,Yes,1,53,93.9,Month-to-month,Fiber optic,No,Yes,Electronic check
1465-LNTLJ,No,0,8,64.4,Month-to-month,DSL,Yes,No,Credit card (automatic)
5440-FLBQG,Yes,1,69,108.4,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
2135-DQWAQ,No,0,5,85.3,Month-to-month,Fiber optic,No,No,Mailed check
4056-QHXHZ,No,0,72,107.45,Two year,Fiber optic,Yes,Yes,Mailed check
7470-MCQTK,Yes,1,13,48.75,Month-to-month,DSL,No,No,Bank transfer (automatic)
7488-MXJIV,Yes,1,4,85.65,Month-to-month,Fiber optic,No,No,Electronic check
7401-JIXNM,No,0,54,91.3,Two year,DSL,Yes,Yes,Credit card (automatic)
9339-FIIJL,No,0,72,85.95,Two year,DSL,Yes,No,Bank transfer (automatic)
2027-FECZV,Yes,1,12,106.7,Month-to-month,Fiber optic,No,No,Electronic check
2672-DZUOY,Yes,1,1,25.15,Month-to-month,DSL,No,No,Electronic check
4706-DGAHW,No,0,1,45.2,Month-to-month,DSL,No,No,Electronic check
3870-MQAMG,Yes,1,54,110.35,One year,Fiber optic,Yes,No,Electronic check
6670-MFRPK,No,0,69,79.2,Two year,Fiber optic,No,No,Credit card (automatic)
6177-PEVRA,No,0,48,55.5,Two year,DSL,No,Yes,Credit card (automatic)
4800-CZMPC,Yes,1,48,103.25,One year,Fiber optic,No,Yes,Credit card (automatic)
4813-HQMGZ,No,0,8,90.25,Month-to-month,Fiber optic,Yes,No,Electronic check
7579-KKLOE,No,0,71,91.25,Two year,DSL,Yes,Yes,Mailed check
7377-DMMRI,Yes,1,2,47.8,Month-to-month,DSL,No,Yes,Electronic check
8402-EIVQS,No,0,67,100.9,One year,Fiber optic,No,Yes,Credit card (automatic)
4947-DSMXK,No,0,34,97.7,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
7245-NIIWQ,No,0,3,69.85,Month-to-month,Fiber optic,No,No,Electronic check
0002-ORFBO,No,0,9,65.6,One year,DSL,Yes,No,Mailed check
3324-OIRTO,No,0,71,104.65,One year,Fiber optic,No,Yes,Bank transfer (automatic)
5414-OFQCB,No,0,57,90.45,Two year,Fiber optic,Yes,No,Credit card (automatic)
4967-WPNCF,No,0,72,63.7,Two year,DSL,Yes,Yes,Bank transfer (automatic)
8552-OBVRU,No,0,48,104.5,Month-to-month,Fiber optic,Yes,Yes,Electronic check
8499-BRXTD,No,0,18,20.1,One year,No,No internet service,No internet service,Mailed check
9154-QDGTH,No,0,43,104.3,One year,Fiber optic,Yes,No,Credit card (automatic)
8197-BFWVU,No,0,72,93.25,Two year,DSL,Yes,Yes,Bank transfer (automatic)
2577-GVSIL,No,0,35,73.45,One year,DSL,Yes,No,Bank transfer (automatic)
9367-OIUXP,No,0,4,20.7,Month-to-month,No,No internet service,No internet service,Mailed check
6770-UAYGJ,No,0,49,25.25,Two year,No,No internet service,No internet service,Mailed check
6463-HHXJR,No,0,71,100.5,Two year,Fiber optic,No,Yes,Bank transfer (automatic)
7928-VJYAB,No,0,11,90.6,Month-to-month,Fiber optic,No,No,Electronic check
1187-WILMM,No,0,63,89.4,Two year,DSL,Yes,Yes,Credit card (automatic)
9776-OJUZI,No,0,65,95.45,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
1306-RPWXZ,No,0,49,20.45,Two year,No,No internet service,No internet service,Credit card (automatic)
8949-JTMAY,Yes,1,29,98.6,Month-to-month,Fiber optic,No,No,Credit card (automatic)
2774-LVQUS,Yes,1,15,83.05,Month-to-month,Fiber optic,Yes,No,Electronic check
3097-PYWXL,No,0,4,19.95,Month-to-month,No,No internet service,No internet service,Electronic check
2266-SJNAT,No,0,72,109.15,One year,Fiber optic,Yes,No,Credit card (automatic)
0869-PAPRP,No,0,26,85.7,Month-to-month,Fiber optic,No,No,Credit card (automatic)
4238-JSSWH,No,0,35,102.05,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
2972-YDYUW,No,0,57,94.7,One year,Fiber optic,Yes,No,Electronic check
1104-FEJAM,No,0,28,64.4,Month-to-month,DSL,No,No,Electronic check
2809-ILCYT,No,0,25,26.8,One year,No,No internet service,No internet service,Mailed check
5499-ECUTN,No,0,47,66.05,One year,DSL,No,Yes,Credit card (automatic)
4981-FLTMF,No,0,57,65.2,Month-to-month,DSL,Yes,Yes,Bank transfer (automatic)
9121-PHQSR,No,0,16,85.05,Month-to-month,Fiber optic,No,No,Credit card (automatic)
3113-IWHLC,No,0,5,55.8,Month-to-month,DSL,No,Yes,Mailed check
3211-ILJTT,Yes,1,17,70.4,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
4612-THJBS,Yes,1,56,104.75,One year,Fiber optic,No,No,Bank transfer (automatic)
4277-BWBML,No,0,72,19.95,Two year,No,No internet service,No internet service,Bank transfer (automatic)
4094-NSEDU,Yes,1,21,94.25,Month-to-month,Fiber optic,No,No,Electronic check
0234-TEVTT,No,0,48,45.0,One year,DSL,No,Yes,Credit card (automatic)
4304-TSPVK,No,0,68,114.9,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
1552-AAGRX,No,0,30,106.4,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic)
2637-FKFSY,No,0,3,46.1,Month-to-month,DSL,No,No,Mailed check
9796-MVYXX,No,0,14,39.7,Two year,DSL,Yes,Yes,Mailed check
7874-ECPQJ,No,0,4,20.05,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
0020-INWCK,No,0,71,95.75,Two year,Fiber optic,No,No,Credit card (automatic)
7089-RKVSZ,No,0,8,24.4,One year,No,No internet service,No internet service,Mailed check
2683-JXWQQ,No,0,61,33.6,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
9548-ZMVTX,No,0,72,90.45,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
8739-XNIKG,No,0,5,84.0,Month-to-month,Fiber optic,No,No,Electronic check
9755-JHNMN,No,0,49,67.4,Two year,DSL,Yes,Yes,Bank transfer (automatic)
3981-QSVQI,No,0,8,19.7,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
2789-HQBOU,No,0,3,80.35,Month-to-month,Fiber optic,No,No,Electronic check
9424-CMPOG,No,0,9,19.6,Two year,No,No internet service,No internet service,Mailed check
5067-WJEUN,No,0,67,54.2,Two year,DSL,No,Yes,Bank transfer (automatic)
3450-WXOAT,No,0,46,45.2,Month-to-month,DSL,No,No,Credit card (automatic)
9251-WNSOD,No,0,67,75.1,One year,DSL,No,Yes,Mailed check
6974-DAFLI,No,0,55,19.7,One year,No,No internet service,No internet service,Electronic check
2616-UUTFK,No,0,33,72.75,Month-to-month,DSL,No,Yes,Bank transfer (automatic)
7064-JHXCE,No,0,62,20.05,Two year,No,No internet service,No internet service,Credit card (automatic)
5103-MHMHY,Yes,1,1,45.95,Month-to-month,DSL,No,No,Mailed check
7989-AWGEH,No,0,49,39.2,Month-to-month,DSL,No,Yes,Electronic check
4373-VVHQL,No,0,1,44.75,Month-to-month,DSL,No,No,Electronic check
4559-UWIHT,No,0,14,82.65,Month-to-month,Fiber optic,No,No,Electronic check
7268-IGMFD,No,0,18,93.9,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic)
1846-XWOQN,Yes,1,1,70.15,Month-to-month,Fiber optic,No,No,Electronic check
0235-KGSLC,Yes,1,1,85.55,Month-to-month,Fiber optic,No,No,Credit card (automatic)
6650-BWFRT,No,0,72,117.15,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
9570-KYEUA,No,0,64,99.25,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
6993-YGFJV,No,0,69,112.55,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
2712-SYWAY,No,0,1,25.7,Month-to-month,No,No internet service,No internet service,Electronic check
0730-BGQGF,No,0,71,90.3,Two year,DSL,Yes,Yes,Credit card (automatic)
5498-IBWPI,No,0,66,49.4,One year,DSL,Yes,No,Credit card (automatic)
9101-NTIXF,No,0,2,19.4,Month-to-month,No,No internet service,No internet service,Mailed check
0013-SMEOE,No,0,71,109.7,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
9314-QDMDW,No,0,11,61.25,One year,DSL,No,No,Electronic check
9308-ANMVE,No,0,47,55.3,Month-to-month,DSL,No,Yes,Electronic check
2884-GBPFB,Yes,1,35,70.3,Month-to-month,Fiber optic,No,No,Electronic check
3757-NJYBX,Yes,1,32,106.35,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
3413-DHLPB,No,0,60,103.75,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic)
7649-PHJVR,No,0,11,19.5,One year,No,No internet service,No internet service,Mailed check
6114-TCFID,No,0,29,39.5,One year,DSL,Yes,Yes,Credit card (automatic)
3787-TRIAL,No,0,21,26.05,Month-to-month,DSL,No,No,Electronic check
2573-GYRUU,No,0,48,91.05,Month-to-month,Fiber optic,No,No,Credit card (automatic)
5156-UMKOW,No,0,3,29.65,Month-to-month,DSL,No,No,Mailed check
1247-QBVSH,No,0,43,50.2,Month-to-month,DSL,No,No,Mailed check
6734-GMPVK,No,0,5,105.3,Month-to-month,Fiber optic,No,No,Electronic check
9822-OAOVB,No,0,1,55.45,Month-to-month,DSL,No,No,Electronic check
6161-ERDGD,No,0,71,85.45,One year,DSL,Yes,Yes,Electronic check
1226-JZNKR,No,0,8,19.8,One year,No,No internet service,No internet service,Electronic check
7318-EIVKO,No,0,8,59.25,Month-to-month,DSL,No,No,Electronic check
3771-PZOBW,No,0,20,90.7,Month-to-month,Fiber optic,No,No,Credit card (automatic)
5136-KCKGI,Yes,1,33,103.7,One year,Fiber optic,No,Yes,Mailed check
8231-BSWXX,No,0,71,79.05,One year,Fiber optic,No,No,Credit card (automatic)
6486-LHTMA,No,0,31,90.7,One year,Fiber optic,No,No,Electronic check
4083-BFNYK,No,0,38,95.0,One year,Fiber optic,No,Yes,Credit card (automatic)
3722-WPXTK,Yes,1,1,88.35,Month-to-month,Fiber optic,No,No,Electronic check
7389-KBFIT,No,0,2,30.25,Month-to-month,DSL,No,No,Mailed check
7176-WIONM,No,0,12,49.85,Month-to-month,DSL,No,No,Bank transfer (automatic)
5141-ZUVBH,No,0,9,93.0,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic)
1089-HDMKP,No,0,11,54.55,Month-to-month,DSL,Yes,No,Electronic check
7623-HKYRK,No,0,6,19.7,Month-to-month,No,No internet service,No internet service,Mailed check
0310-SUCIN,No,0,71,84.8,One year,DSL,Yes,Yes,Bank transfer (automatic)
5197-PYEPU,No,0,42,94.45,One year,Fiber optic,No,Yes,Credit card (automatic)
2929-ERCFZ,Yes,1,8,94.2,Month-to-month,Fiber optic,No,No,Electronic check
7548-SEPYI,Yes,1,5,96.25,Month-to-month,Fiber optic,No,No,Electronic check
8835-VSDSE,Yes,1,2,70.7,Month-to-month,Fiber optic,No,No,Electronic check
6619-RPLQZ,No,0,45,20.85,Two year,No,No internet service,No internet service,Mailed check
3275-RHRNE,No,0,28,60.0,One year,DSL,Yes,No,Credit card (automatic)
3503-TYDAY,No,0,43,80.45,Month-to-month,Fiber optic,No,No,Electronic check
6901-GOGZG,No,0,60,84.95,Two year,DSL,Yes,Yes,Electronic check
1623-NLDOT,Yes,1,42,33.55,One year,DSL,Yes,No,Mailed check
7021-XSNYE,No,0,7,49.65,Two year,DSL,Yes,Yes,Credit card (automatic)
9621-OUPYD,No,0,25,20.2,One year,No,No internet service,No internet service,Bank transfer (automatic)
9898-KZQDZ,Yes,1,40,94.55,Month-to-month,Fiber optic,No,No,Credit card (automatic)
8982-NHAVY,No,0,27,100.5,One year,Fiber optic,No,No,Bank transfer (automatic)
4307-KWMXE,No,0,10,35.75,Month-to-month,DSL,Yes,No,Electronic check
0141-YEAYS,No,0,27,86.45,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
2450-ZKEED,No,0,11,53.8,One year,DSL,Yes,No,Bank transfer (automatic)
3694-DELSO,No,0,4,38.55,Month-to-month,DSL,No,Yes,Credit card (automatic)
3893-JRNFS,No,0,68,39.9,Month-to-month,DSL,No,No,Bank transfer (automatic)
9603-OAIHC,No,0,1,70.05,Month-to-month,Fiber optic,No,No,Electronic check
1133-KXCGE,No,0,18,20.1,One year,No,No internet service,No internet service,Mailed check
5236-PERKL,Yes,1,57,112.95,Two year,Fiber optic,No,Yes,Bank transfer (automatic)
0142-GVYSN,No,0,26,20.3,Month-to-month,No,No internet service,No internet service,Electronic check
1049-FYSYG,No,0,17,35.65,Month-to-month,DSL,No,No,Credit card (automatic)
7854-FOKSF,Yes,1,1,35.9,Month-to-month,DSL,No,No,Electronic check
2519-FAKOD,Yes,1,38,99.25,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
8406-LNMHF,No,0,59,82.95,One year,Fiber optic,No,Yes,Credit card (automatic)
1821-BUCWY,No,0,30,55.65,Two year,DSL,No,Yes,Mailed check
8263-JQAIK,Yes,1,2,24.45,Month-to-month,DSL,No,No,Mailed check
0023-UYUPN,No,0,50,25.2,One year,No,No internet service,No internet service,Electronic check
8314-DPQHL,No,0,9,50.8,One year,DSL,Yes,Yes,Mailed check
1465-WCZVT,No,0,3,19.65,Month-to-month,No,No internet service,No internet service,Mailed check
9481-SFCQY,No,0,14,59.8,Month-to-month,DSL,No,No,Credit card (automatic)
6360-SVNWV,No,0,31,73.55,Month-to-month,Fiber optic,No,Yes,Credit card (automatic)
0567-GGCAC,No,0,7,61.4,Month-to-month,DSL,No,Yes,Electronic check
7089-IVVAZ,Yes,1,8,103.35,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic)
8884-MRNSU,No,0,17,19.9,One year,No,No internet service,No internet service,Bank transfer (automatic)
2171-UDMFD,No,0,32,19.45,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
9050-IKDZA,No,0,2,81.5,Month-to-month,Fiber optic,No,No,Mailed check
2205-YMZZJ,Yes,1,7,84.8,Month-to-month,Fiber optic,No,No,Electronic check
9802-CAQUT,No,0,72,109.55,Two year,Fiber optic,No,Yes,Credit card (automatic)
1254-IZEYF,Yes,1,31,99.95,Month-to-month,Fiber optic,No,No,Electronic check
0187-WZNAB,No,0,27,74.4,Month-to-month,Fiber optic,No,Yes,Mailed check
9492-TOKRI,Yes,1,18,90.0,Month-to-month,Fiber optic,No,No,Credit card (automatic)
1475-VWVDO,No,0,7,74.9,Month-to-month,Fiber optic,No,No,Electronic check
9221-OTIVJ,Yes,1,14,104.85,Month-to-month,Fiber optic,No,No,Electronic check
1357-MVDOZ,No,0,11,59.65,Month-to-month,DSL,No,No,Bank transfer (automatic)
7602-MVRMB,No,0,72,110.45,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
3325-FUYCG,Yes,1,28,106.1,One year,Fiber optic,No,Yes,Electronic check
